id;gdp;gdp_per_capita;gdp_source;gdp_year
627;22.79;0.000099;country_total_population_share;2024
628;82.67;0.000099;country_total_population_share;2024
629;34.35;0.000099;country_total_population_share;2024
630;8.75;0.000099;country_total_population_share;2024
631;31.24;0.000099;country_total_population_share;2024
632;28.99;0.000099;country_total_population_share;2024
633;20.01;0.000099;country_total_population_share;2024
634;13.58;0.000099;country_total_population_share;2024
635;21.66;0.000099;country_total_population_share;2024
636;57.66;0.000099;country_total_population_share;2024
637;60.56;0.000099;country_total_population_share;2024
638;12.67;0.000099;country_total_population_share;2024
639;30.64;0.000099;country_total_population_share;2024
640;0.31;0.000099;country_total_population_share;2024
641;21.89;0.000099;country_total_population_share;2024
642;132.84;0.000030;country_total_population_share;2024
643;96.69;0.000030;country_total_population_share;2024
644;61.03;0.000030;country_total_population_share;2024
645;83.87;0.000030;country_total_population_share;2024
646;29.06;0.000030;country_total_population_share;2024
647;34.33;0.000030;country_total_population_share;2024
648;41.37;0.000030;country_total_population_share;2024
649;29.37;0.000030;country_total_population_share;2024
650;46.69;0.000030;country_total_population_share;2024
651;61.91;0.000030;country_total_population_share;2024
652;66.17;0.000030;country_total_population_share;2024
653;158.01;0.000030;country_total_population_share;2024
654;72.17;0.000030;country_total_population_share;2024
655;60.16;0.000030;country_total_population_share;2024
656;100.57;0.000030;country_total_population_share;2024
657;35.72;0.000030;country_total_population_share;2024
658;2.98;0.000034;country_total_population_share;2024
659;1.27;0.000034;country_total_population_share;2024
660;4.81;0.000034;country_total_population_share;2024
661;2.97;0.000034;country_total_population_share;2024
662;2.22;0.000034;country_total_population_share;2024
663;1.91;0.000034;country_total_population_share;2024
664;2.83;0.000034;country_total_population_share;2024
665;10.34;0.000034;country_total_population_share;2024
666;3.46;0.000034;country_total_population_share;2024
667;21.01;0.000034;country_total_population_share;2024
668;44.80;0.000034;country_total_population_share;2024
669;121.36;0.000034;country_total_population_share;2024
670;3.26;0.000034;country_total_population_share;2024
671;7.09;0.000034;country_total_population_share;2024
672;7.60;0.000034;country_total_population_share;2024
673;4.43;0.000034;country_total_population_share;2024
674;103.25;0.000034;country_total_population_share;2024
675;13.43;0.000034;country_total_population_share;2024
676;5.51;0.000034;country_total_population_share;2024
677;8.48;0.000023;country_total_population_share;2024
678;10.52;0.000023;country_total_population_share;2024
679;14.14;0.000023;country_total_population_share;2024
680;16.69;0.000023;country_total_population_share;2024
681;6.01;0.000023;country_total_population_share;2024
682;15.38;0.000023;country_total_population_share;2024
683;7.27;0.000023;country_total_population_share;2024
684;8.30;0.000023;country_total_population_share;2024
685;6.72;0.000023;country_total_population_share;2024
686;16.83;0.000023;country_total_population_share;2024
687;9.83;0.000023;country_total_population_share;2024
688;6.33;0.000023;country_total_population_share;2024
689;10.08;0.000023;country_total_population_share;2024
690;19.52;0.000023;country_total_population_share;2024
691;9.61;0.000023;country_total_population_share;2024
692;12.75;0.000023;country_total_population_share;2024
693;16.49;0.000023;country_total_population_share;2024
694;11.61;0.000023;country_total_population_share;2024
695;4.96;0.000023;country_total_population_share;2024
696;17.42;0.000023;country_total_population_share;2024
697;7.59;0.000023;country_total_population_share;2024
698;5.45;0.000023;country_total_population_share;2024
699;12.30;0.000023;country_total_population_share;2024
700;13.92;0.000023;country_total_population_share;2024
701;14.62;0.000023;country_total_population_share;2024
702;8.07;0.000023;country_total_population_share;2024
703;9.28;0.000023;country_total_population_share;2024
704;8.77;0.000023;country_total_population_share;2024
705;17.83;0.000023;country_total_population_share;2024
706;5.13;0.000023;country_total_population_share;2024
707;8.60;0.000023;country_total_population_share;2024
708;10.39;0.000023;country_total_population_share;2024
709;14.02;0.000023;country_total_population_share;2024
710;9.96;0.000023;country_total_population_share;2024
711;13.30;0.000023;country_total_population_share;2024
712;7.49;0.000023;country_total_population_share;2024
713;11.65;0.000023;country_total_population_share;2024
714;15.43;0.000023;country_total_population_share;2024
715;8.36;0.000023;country_total_population_share;2024
716;7.22;0.000023;country_total_population_share;2024
717;6.44;0.000023;country_total_population_share;2024
718;15.27;0.000017;country_total_population_share;2024
719;12.45;0.000017;country_total_population_share;2024
720;24.07;0.000017;country_total_population_share;2024
721;18.04;0.000017;country_total_population_share;2024
722;17.45;0.000017;country_total_population_share;2024
723;13.79;0.000017;country_total_population_share;2024
724;54.11;0.000017;country_total_population_share;2024
725;26.44;0.000017;country_total_population_share;2024
726;22.96;0.000017;country_total_population_share;2024
727;30.11;0.000017;country_total_population_share;2024
728;27.90;0.000017;country_total_population_share;2024
729;39.39;0.000017;country_total_population_share;2024
730;60.07;0.000017;country_total_population_share;2024
731;109.97;0.000017;country_total_population_share;2024
732;48.60;0.000017;country_total_population_share;2024
733;62.98;0.000017;country_total_population_share;2024
734;25.16;0.000017;country_total_population_share;2024
735;64.70;0.000017;country_total_population_share;2024
736;50.40;0.000017;country_total_population_share;2024
737;1.12;0.000017;country_total_population_share;2024
738;150.25;0.000017;country_total_population_share;2024
739;26.30;0.000017;country_total_population_share;2024
740;7.11;0.000017;country_total_population_share;2024
741;107.44;0.000017;country_total_population_share;2024
742;112.20;0.000017;country_total_population_share;2024
743;29.93;0.000017;country_total_population_share;2024
744;25.42;0.000017;country_total_population_share;2024
745;106.40;0.000017;country_total_population_share;2024
746;31.17;0.000017;country_total_population_share;2024
747;32.24;0.000017;country_total_population_share;2024
748;18.41;0.000017;country_total_population_share;2024
749;20.70;0.000017;country_total_population_share;2024
750;26.61;0.000017;country_total_population_share;2024
751;15.05;0.000017;country_total_population_share;2024
752;31.56;0.000017;country_total_population_share;2024
753;34.82;0.000017;country_total_population_share;2024
754;27.73;0.000017;country_total_population_share;2024
755;24.08;0.000017;country_total_population_share;2024
756;80.79;0.000017;country_total_population_share;2024
757;39.10;0.000017;country_total_population_share;2024
758;13.42;0.000017;country_total_population_share;2024
759;30.84;0.000017;country_total_population_share;2024
760;15.07;0.000017;country_total_population_share;2024
761;31.64;0.000017;country_total_population_share;2024
762;352.82;0.000017;country_total_population_share;2024
763;17.80;0.000017;country_total_population_share;2024
764;30.03;0.000017;country_total_population_share;2024
765;87.79;0.000017;country_total_population_share;2024
766;19.00;0.000017;country_total_population_share;2024
767;66.01;0.000017;country_total_population_share;2024
768;82.73;0.000017;country_total_population_share;2024
769;76.66;0.000017;country_total_population_share;2024
770;13.31;0.000017;country_total_population_share;2024
771;2.39;0.000070;country_total_population_share;2024
772;2.40;0.000017;country_total_population_share;2024
773;3.40;0.000017;country_total_population_share;2024
774;3.25;0.000017;country_total_population_share;2024
775;4.99;0.000017;country_total_population_share;2024
776;5.43;0.000017;country_total_population_share;2024
777;5.09;0.000017;country_total_population_share;2024
778;3.86;0.000017;country_total_population_share;2024
779;3.99;0.000017;country_total_population_share;2024
780;5.43;0.000017;country_total_population_share;2024
781;3.82;0.000017;country_total_population_share;2024
782;3.32;0.000017;country_total_population_share;2024
783;8.86;0.000017;country_total_population_share;2024
784;4.95;0.000017;country_total_population_share;2024
785;4.65;0.000017;country_total_population_share;2024
786;6.16;0.000017;country_total_population_share;2024
787;4.50;0.000017;country_total_population_share;2024
788;5.87;0.000017;country_total_population_share;2024
789;6.06;0.000017;country_total_population_share;2024
790;4.85;0.000017;country_total_population_share;2024
791;2.01;0.000017;country_total_population_share;2024
792;3.96;0.000017;country_total_population_share;2024
793;3.75;0.000017;country_total_population_share;2024
794;3.45;0.000017;country_total_population_share;2024
795;4.41;0.000017;country_total_population_share;2024
796;3.64;0.000017;country_total_population_share;2024
797;21.23;0.000031;country_total_population_share;2024
798;25.07;0.000031;country_total_population_share;2024
799;24.10;0.000031;country_total_population_share;2024
800;22.79;0.000031;country_total_population_share;2024
801;17.51;0.000031;country_total_population_share;2024
802;17.50;0.000031;country_total_population_share;2024
803;18.91;0.000031;country_total_population_share;2024
804;20.60;0.000031;country_total_population_share;2024
805;70.62;0.000040;country_total_population_share;2024
806;15.12;0.000040;country_total_population_share;2024
807;16.69;0.000067;country_total_population_share;2024
808;18.75;0.000067;country_total_population_share;2024
809;8.89;0.000067;country_total_population_share;2024
810;19.19;0.000067;country_total_population_share;2024
811;19.00;0.000067;country_total_population_share;2024
812;119.24;0.000067;country_total_population_share;2024
813;16.17;0.000067;country_total_population_share;2024
814;19.04;0.000067;country_total_population_share;2024
815;27.54;0.000067;country_total_population_share;2024
816;166.67;0.000067;country_total_population_share;2024
817;20.19;0.000067;country_total_population_share;2024
818;31.70;0.000067;country_total_population_share;2024
819;16.48;0.000067;country_total_population_share;2024
820;10.52;0.000067;country_total_population_share;2024
821;96.14;0.000067;country_total_population_share;2024
822;23.21;0.000067;country_total_population_share;2024
823;4.09;0.000067;country_total_population_share;2024
824;18.84;0.000067;country_total_population_share;2024
825;24.81;0.000067;country_total_population_share;2024
826;20.69;0.000067;country_total_population_share;2024
827;13.64;0.000067;country_total_population_share;2024
828;11.14;0.000018;country_total_population_share;2024
829;17.00;0.000018;country_total_population_share;2024
830;14.95;0.000018;country_total_population_share;2024
831;11.65;0.000018;country_total_population_share;2024
832;22.81;0.000018;country_total_population_share;2024
833;21.91;0.000018;country_total_population_share;2024
834;43.26;0.000018;country_total_population_share;2024
835;2.93;0.000018;country_total_population_share;2024
836;15.89;0.000018;country_total_population_share;2024
837;12.11;0.000018;country_total_population_share;2024
838;10.43;0.000018;country_total_population_share;2024
839;15.18;0.000018;country_total_population_share;2024
840;20.81;0.000018;country_total_population_share;2024
841;8.20;0.000018;country_total_population_share;2024
842;10.86;0.000018;country_total_population_share;2024
843;14.68;0.000018;country_total_population_share;2024
844;12.73;0.000018;country_total_population_share;2024
845;20.55;0.000018;country_total_population_share;2024
846;13.51;0.000018;country_total_population_share;2024
847;28.50;0.000018;country_total_population_share;2024
848;4.57;0.000018;country_total_population_share;2024
849;7.08;0.000018;country_total_population_share;2024
850;5.58;0.000018;country_total_population_share;2024
851;9.24;0.000018;country_total_population_share;2024
852;10.15;0.000018;country_total_population_share;2024
853;23.67;0.000018;country_total_population_share;2024
854;31.56;0.000018;country_total_population_share;2024
855;27.99;0.000018;country_total_population_share;2024
856;17.24;0.000018;country_total_population_share;2024
857;27.90;0.000018;country_total_population_share;2024
858;46.01;0.000018;country_total_population_share;2024
859;33.19;0.000018;country_total_population_share;2024
860;33.32;0.000018;country_total_population_share;2024
861;18.61;0.000018;country_total_population_share;2024
862;55.74;0.000018;country_total_population_share;2024
863;11.48;0.000018;country_total_population_share;2024
864;29.79;0.000018;country_total_population_share;2024
865;16.67;0.000018;country_total_population_share;2024
866;8.61;0.000018;country_total_population_share;2024
867;20.43;0.000018;country_total_population_share;2024
868;61.02;0.000018;country_total_population_share;2024
869;27.17;0.000018;country_total_population_share;2024
870;13.51;0.000018;country_total_population_share;2024
871;26.18;0.000018;country_total_population_share;2024
872;87.38;0.000018;country_total_population_share;2024
873;19.51;0.000018;country_total_population_share;2024
874;14.45;0.000018;country_total_population_share;2024
875;38.07;0.000018;country_total_population_share;2024
876;19.04;0.000018;country_total_population_share;2024
877;28.07;0.000018;country_total_population_share;2024
878;24.12;0.000018;country_total_population_share;2024
879;15.70;0.000018;country_total_population_share;2024
880;16.83;0.000018;country_total_population_share;2024
881;11.49;0.000018;country_total_population_share;2024
882;29.87;0.000018;country_total_population_share;2024
883;13.83;0.000018;country_total_population_share;2024
884;9.65;0.000018;country_total_population_share;2024
885;24.55;0.000018;country_total_population_share;2024
886;17.15;0.000018;country_total_population_share;2024
887;32.03;0.000018;country_total_population_share;2024
888;10.12;0.000018;country_total_population_share;2024
889;31.34;0.000018;country_total_population_share;2024
890;16.82;0.000018;country_total_population_share;2024
891;51.66;0.000018;country_total_population_share;2024
892;25.68;0.000018;country_total_population_share;2024
893;20.19;0.000018;country_total_population_share;2024
894;19.50;0.000018;country_total_population_share;2024
895;18.29;0.000018;country_total_population_share;2024
896;6.32;0.000018;country_total_population_share;2024
897;15.56;0.000018;country_total_population_share;2024
898;32.76;0.000018;country_total_population_share;2024
899;8.93;0.000018;country_total_population_share;2024
900;7.69;0.000018;country_total_population_share;2024
901;13.71;0.000018;country_total_population_share;2024
902;5.60;0.000006;country_total_population_share;2024
903;5.96;0.000006;country_total_population_share;2024
904;6.66;0.000006;country_total_population_share;2024
905;6.88;0.000006;country_total_population_share;2024
906;10.48;0.000006;country_total_population_share;2024
907;7.26;0.000006;country_total_population_share;2024
908;5.20;0.000006;country_total_population_share;2024
909;7.89;0.000006;country_total_population_share;2024
910;13.72;0.000006;country_total_population_share;2024
911;8.81;0.000006;country_total_population_share;2024
912;14.46;0.000006;country_total_population_share;2024
913;6.05;0.000006;country_total_population_share;2024
914;15.17;0.000006;country_total_population_share;2024
915;12.65;0.000006;country_total_population_share;2024
916;24.52;0.000006;country_total_population_share;2024
917;5.85;0.000006;country_total_population_share;2024
918;9.56;0.000006;country_total_population_share;2024
919;6.37;0.000006;country_total_population_share;2024
920;7.89;0.000006;country_total_population_share;2024
921;7.17;0.000006;country_total_population_share;2024
922;5.96;0.000006;country_total_population_share;2024
923;18.07;0.000006;country_total_population_share;2024
924;6.78;0.000006;country_total_population_share;2024
925;5.27;0.000006;country_total_population_share;2024
