?region	?regionLabel	?population	?populationDate
<http://www.wikidata.org/entity/Q926768>	"Tahaa"@en	5296	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q926768>	"Tahaa"@en	5296	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q926768>	"Tahaa"@en	5296	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1307016>	"Tahuata"@en	595	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1307016>	"Tahuata"@en	595	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1307016>	"Tahuata"@en	595	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304334>	"Taiarapu-Est"@en	13602	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304334>	"Taiarapu-Est"@en	13602	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304334>	"Taiarapu-Est"@en	13602	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304257>	"Taiarapu-Ouest"@en	8371	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304257>	"Taiarapu-Ouest"@en	8371	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2304257>	"Taiarapu-Ouest"@en	8371	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1705290>	"Takaroa"@en	1050	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1705290>	"Takaroa"@en	1050	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1705290>	"Takaroa"@en	1050	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2302964>	"Talsi Municipality"@en	27391	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2302964>	"Talsi Municipality"@en	27391	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2302964>	"Talsi Municipality"@en	27391	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2302964>	"Talsi Municipality"@en	27391	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q97232890>	"Talsi Municipality"@en	34801	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q97232890>	"Talsi Municipality"@en	34801	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q97232890>	"Talsi Municipality"@en	34801	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q97232890>	"Talsi Municipality"@en	34801	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q97232890>	"Talsi Municipality"@en	34801	"2025-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1959-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1970-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1975-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1989-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1979-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1959-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1970-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1975-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1989-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"1979-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3550>	"Tambov Oblast"@en	956292	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649742>	"Taputapuatea"@en	5007	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649742>	"Taputapuatea"@en	5007	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649742>	"Taputapuatea"@en	5007	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q865884>	"Taraclia District"@en	26435	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q865884>	"Taraclia District"@en	26435	"2024-04-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2022-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2001-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2018-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2019-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2024-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2003-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2005-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2009-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2011-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2000-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2016-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2023-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2015-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2012-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2020-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2004-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2002-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2017-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2021-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2006-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2013-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2014-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2010-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2007-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2012589>	"Targovishte"@en	94735	"2008-12-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q401499>	"Tarnopol Voivodeship"@en	1600000	"1931-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192370>	"Tartu County"@en	162390	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2001-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"1976-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"1999-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2022-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"1974-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187821>	"Tatabánya"@en	64785	"2025-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649851>	"Tatakoto"@en	180	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649851>	"Tatakoto"@en	180	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1649851>	"Tatakoto"@en	180	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q5481>	"Tatarstan"@en	4003016	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2004-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2005-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"1998-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"1996-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2007-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"1999-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2006-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2001-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2003-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2071640>	"Tauragė District Municipality"@en	37582	"1997-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2282274>	"Tearce Municipality"@en	17694	"2021-09-05T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2254>	"Telemark"@en	173318	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2254>	"Telemark"@en	173318	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2129025>	"Telenești District"@en	41452	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2129025>	"Telenești District"@en	41452	"2024-04-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"1992-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"1930-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"2021-12-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"1966-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"1956-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"1977-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q191653>	"Teleorman County"@en	323544	"2011-10-31T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"1997-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2006-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2001-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2005-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q588916>	"Telšiai District Municipality"@en	39141	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
